text,amount,category,payment_method,payment_provider,bank_account,text_source
DTH recharge 1745 paid through Mastercard from Federal Bank,1745,Utilities,card,,federal bank,voice
   bike loan EMI ka bill 33198.44 clear kiya Visa ke through  ,33198.44,emi,card,,,voice
bike loan EMI ke liye 12411.07 ka payment kardia Mastercard pe,12411.07,EMI,card,,,hinglish
crypto mein 17502 add kiya debit card se,17502,Investment,card,,,hinglish
merchant ko 1344.86 pay kiya card se dinner ka,1344.86,food,CARD,,,voice
"Online order on FirstCry for 28873, paid by Jupiter",28873,shopping,upi,nan,jupiter,english
electricity bill payment 1132 Mastercard,"1,132.00",utility,card,,,english
  tuition coaching class 25968 from Bandhan account  ,25968,tution,unknown,,bandhan,english
Direct jupiter se McDonald's ko 1250 transfer kiya khane ka,1250,dining,upi,jupiter,jupiter,hinglish
bhai movie ticket ke liye 1872 jupiter se book kiya Netflix pe,1872,,UPI,jupiter,jupiter,hinglish
fees course ke liye 44398 card kiya,44398,education,card,,,voice
PÂayment to Burger King for 2214 using Jupiter,2214,food,upi,jupiter,jupiter,ocr_upi
Yatra recharge 8616.27 from Punjab National Bank account via slice,8616.27,travel,upi,slice,slice,voice
phonepe se Burger King ko 2397 transfer kiya lunch ke liye,2397,food,upi,phonepe,,voice
Steam ka monthly charge 394 dedo card se,394,entertainment,Card,,,hinglish
aaj water bill ka bill gaya 104.95 cred se,104.95,recharge,upi,cred,,voice
Deducted 14682.37 for credit card EMI from Slice account,14682.37,emi,upi,cred,slice,english
"37748.65 udhar diya books ke liye, baad me le lena",37748.65,study,unknown,,,hinglish
bhai bike loan EMI ka installment 16915 pay kiya ICICI se,16915,emi,UNKNOWN,,icici,voice
physio bill of 1757 on cash.,1757,Health,Cash,,,english
maintenance recharge of 1882 with PayTM,1882,utilities,upi,,,english
Indian Oil recharge 11325 through Fi,11325,travell,UPI,nan,Fi,ocr_receipt
1351.48 invested in stocks using CRED,1351.48,investment,upi,cred,,ocr_receipt
"34801.03 udhar diya exam fee ke liye, baad me le lena",34801.03,tution,unknown,,,hinglish
Auto-debit for Groww 22709.41 from Federal Bank,22709.41,investment,card,,federal bank,ocr_upi
Invested 18323 in recurring deposit via paytm,18323,investment,upi,paytm,,ocr_upi
55844 udemy course liya Mastercard se,55844,education,card,,,voice
Visa through HDFC Bank for Zara 18566.38,18566.38,shopping,card,,hdfc,ocr_upi
Paid 9939 to Coursera from YES BANK,9939,education,unknown,,yes bank,english
   Groww monthly contribution of 32837 by Niyo.  ,32837,invest,upi,niyo,Niyo,english
"Flipkart se 24241 ka maal aaya, Fi Money se pay kiya",24241,shopping,upi,fi,fi,hinglish
RedBus se 2433 ka recharge karaya.,nan,travel,unknown,,,english
checkup ka bill 16891 cash pe clear kiya,16891,healthcare,cash,,,hinglish
Quick bite at Zepto 375.54 with Bandhan Bank card,375.54,Food,CARD,,bandhan,english
Ajio pe 20989 ka payment cash se,20989,shopping,cash,,,ocr_upi
Myntra purchase for 2787 using Fi Money,2787,shoping,upi,fi,fi,ocr_upi
wifi bill ke paise 4267.72 kat gaye from Slice,4267.72,Utilities,upi,slice,slice,hinglish
personal loan EMI auto-debit of 16712 from on Visa,16712,emi,card,,,ocr_upi
main ne JioCinema ke liye 2544 spend kiye cash se,2544,entertainment,cash,,,voice
KFC food delivery 843 on bhim,843,foods,upi,bhim,,english
Paid 7451 for a mall delivery,7451,shoping,unknown,,,english
"Ufff, Flipkart ne kat liya 16930, Fi Money se payment",16930,shopping,upi,fi,fi,hinglish
CRED se EMI ke 24444.18 pay kiye,24444.18,emi,upi,cred,,hinglish
diagnostic center se medicine li 21466 ka Niyo kiya,21466,healthcare,upi,niyo,niyo,hinglish
course course ki fees 54506 transfer ki Axis Bank se,54506,education,unknown,,Axis Bank,hinglish
installment payment of 4246 done with card,4246,installment,card,,,english
upGrad ke liye 22483 pay kiye Yes Bank card se,22483,education,card,,yes bank,hinglish
2023 brother ko diya for movie tickets via cash,2023,friends,cash,,,hinglish
1789.11 udhar diya dhaba mein khane ka bill cash se,1789.11,food,cash,,,voice
aaj mutual fund SIP ka 31972.90 debit hua Jupiter se,31972.90,investment,upi,jupiter,jupiter,voice
   Groww purchase of 3585 using credit card   ,3585,investment,upi,cred,,ocr_upi
Doctor's fee 17548 paid by Visa,17548,healthcare,card,,,ocr_receipt
mobile recharge recharge ho gaya 2125 ka from cash,2125,utilities,cash,,,hinglish
"friend owes me 8432.74 for lunch, paid via cash",8432.74,p2p,cash,,,english
17999 ki personal loan EMI bhari SBI ke through,17999,emi,unknown,,State Bank,hinglish
"Quick bite from dhaba, cost 514, used debit card",514,food,card,,,hinglish
12852 spent on SpiceJet through Canara Bank card.,12852,cab,card,,canara,english
aaj concert movie for 2569.97 on cash from Niyo,nan,shopping,Upi,niyo,niyo,voice
"720 repaid to friend for the book, used GPay",720,transfer,upi,gpay,,english
Dominos bill paid 1248 via bhim,1248,food,upi,bhim,,english
Ordered biryani from mess 2329.26 paid by card,2329.26,restuarant,card,,,english
Jupiter se BookMyShow ko 704 pay kiya,704,entertainment,upi,NA,jupiter,english
canteen UPI payment 416 from Union Bank,416,food,unknown,,union bank,ocr_upi
"3063 Jio recharge ke liye de diye yaar, Google Pay se",3063,utilities,upi,gpay,,hinglish
"For friend's treat, paid 5038.23 by cash from",5038.23,transfer,cash,,,english
4175.46 spent on HP petrol through card.,4175.46,fuel,Card,,,english
friend ke birthday gift mein chip in 1363 via slice,1363,p2p,upi,slice,slice,voice
18824 spent on course using Jupiter,18824,education,upi,nan,jupiter,english
"Ola ne 4959 ka ride liya, payment cash se",4959,fuel,cash,,,hinglish
Netflix movie 1388 mein book kardi Canara Bank account se,1388,movies,unknown,,Canara Bank,hinglish
668.44 paid via Niyo for DTH recharge services,668.44,utilites,upi,niyo,Niyo,ocr_upi
Yatra se 7166 ka recharge HDFC card se kiya,7166,travel,card,,hdfc,hinglish
BookMyShow pe movie dekhne ka 605 spend kiya,605,entertainment,unknown,,,hinglish
aaj MakeMyTrip par 232.33 kharcha hua card se,232.33,travell,card,,,voice
Booked books course for 36672 with debit card,36672,education,card,,,english
Auto debit for credit card EMI of 21969 from,21969,EMI,UPI,cred,,english
   credit card use karke home loan EMI ka 16943 dedo   ,16943,healthcare,upi,cred,,hinglish
7112 gone for credit card EMI,7112,emi,upi,cred,,english
course course ke liye 53786 Fi Money kiya,53786,education,upi,fi,fi,voice
Subway 568.64 wala order PayTM se kiya,568.64,food,upi,paytm,,english
Coursera pe 1312 ka payment Slice kiya,1312,education,upi,slice,slice,hinglish
1041 spent at mess with Fi Money,1041,Food,upi,None,Fi,ocr_upi
PVR concert ticket 1119.89 paid by PhonePe,1119.89,entertainment,Upi,phonepe,,voice
"mobile recharge ka recharge kiya hai 2806 ka, Phone Pe pe",2806,utilities,upi,phonepe,,hinglish
77 spent at Box8 with cred,77,food,upi,cred,,ocr_upi
Fees for books 22626 paid by cash,22626,Education,cash,,,english
cash se SonyLIV ko 1682.29 transfer for entertainment,1682.29,entertainment,cash,,,hinglish
Paid 3027 to Apollo Pharmacy by cash,3027,healthcare,cash,,,ocr_receipt
5356.61 Ananya ko diya for movie tickets via PayTM,5356.61,friends,upi,paytm,,hinglish
"Coffee on me, Arjun ko 3711 pay kiya",3711,friends,unknown,,,hinglish
"sister ne 9591 maanga tha, wapas kiya PayTM pe",9591,friends,upi,paytm,,hinglish
"Ugh, wifi bill ka bill aagaya tha, 1733 de diye phonepe pe",NA,utilities,upi,phonepe,fi,hinglish
NPS purchase of 34129 via Phone Pe,34129,investment,upi,phonepe,,ocr_receipt
PPF ke liye 13466.42 ka SIP cash se diya,13466.42,investment,cash,,,hinglish
Concert ticket booked 1526 Fi ICICI Bank,1526,entertainment,upi,--,ICICI,ocr_receipt
aaj food delivery JioMart 242 cred ke through,242,food,upi,cred,,voice
DTH recharge payment of 1976 done on cred,1976,utilities,upi,nan,,ocr_upi
bhai maintenance de diya 414 wala cash se,414,utilities,cash,,,voice
  JioCinema ka monthly charge 2332.68 dedo Fi card se   ,2332.68,entertainment,upi,fi,Fi,hinglish
Cleared bike loan EMI for 9616,9616,emi,Unknown,,,english
Recharged mobile recharge for 3190.72 with CRED,3190.72,emi,upi,cred,,english
"brother ne 6012.17 maanga tha, wapas kiya PhonePe pe",6012.17,friends,upi,phonepe,,hinglish
mobile recharge ka bill 4279 diya,4279,bills,unknown,,,voice
Jio recharge ka 4613 ka bill auto-debit ho gaya credit card se,4613,utilities,Upi,null,,hinglish
Fees 52177 to coaching by Bandhan card,52177,eduation,card,,bandhan,ocr_receipt
"Neha ko 3627.38 udhaar liya yaar, kal return karunga",NA,friends,unknown,,,hinglish
Yatra pe 10983 spend kiye using Bandhan Bank UPI,10983,travel,unknown,,Bandhan,hinglish
cred payment of 914 to Starbucks successful,914,food,upi,cred,,ocr_upi
Direct niyo se Pizza Hut ko 1976 transfer kiya khane ka,1976,food,upi,NA,niyo,hinglish
Monthly Groww contribution 16771.86 by card,16771.86,savings,card,,,ocr_upi
mutual fund SIP SIP 28977 via cred,-28977,invest,upi,cred,,ocr_receipt
Food expense at Subway 137.93 by BHIM,137.93,food,upi,None,,english
i bought mutual fund SIP worth 33268 using Google Pay,33268,shopping,upi,gpay,,voice
Lunch at KFC for 2296.03 paid by BHIM,2296.03,food,upi,bhim,,english
PharmEasy bill of 2483 on debit card.,2483,healthcare,card,,,english
51976 spent on Coursera using CRED,51976,school,upi,cred,,english
car loan EMI ka installment 28263 slice pe de diya,28263,installment,upi,slice,slice,hinglish
Indian Oil ticket 10448 pay kiya through BHIM from Union Bank,10448,commute,upi,,Union Bank,voice
Auto-payment for FD of 12137.48 from Slice.,12137.48,Investment,upi,slice,slice,english
"DTH recharge ka recharge kiya hai 2837.64 ka, bhim pe",2837.64,utilities,upi,bhim,,hinglish
  personal loan EMI ka bill 38352 paid with Visa   ,38352,emi,card,,,ocr_receipt
BookMyShow movie 899 mein book kardi Federal Bank account se,899,entertainment,unknown,,Federal Bank,hinglish
Ananya sent 2724 on Niyo,2724,p2p,upi,niyo,niyo,ocr_receipt
lab test ke liye 4741.84 advance diya GPay pe,4741.84,pharmacy,upi,gpay,,hinglish
FD pe 10135 lagaya yaar,10135,investment,unknown,,,hinglish
rent recharge 2904 kiya cash pe,2904,utilities,cash,,,voice
Nykaa 4876 paid with CRED from Canara Bank,4876,shopping,upi,cred,canara,voice
KFC 1092 payment done with Visa,1092,foods,card,,,ocr_receipt
Payment to FirstCry for 20591.55 via Niyo from,20591.55,shoping,upi,--,niyo,english
"mall se 7007 ka maal aaya, PhonePe se pay kiya",7007,shopping,UPI,NA,,hinglish
Hospital admission charges 10338 by cash.,10338,healthcare,cash,,,english
"Ugh, rent ka bill aagaya tha, 852 de diye BHIM pe",852,utility,Upi,bhim,,hinglish
INOX movie 2359 mein book kardi Bank of Baroda account se,2359,entertainment,unknown,,bob,hinglish
  20445 spent on Coursera using cash  ,20445,study,cash,,,english
Zomato food delivery 2027 on Niyo,2027,meal,upi,niyo,Niyo,english
IndiGo pe 13587.50 spend kiye using UPI,13587.50,travel,unknown,,,hinglish
"Split the hotel cost with Neha, my part 1636.16 PayTM",1636.16,utilities,upi,paytm,,english
   Mastercard se gas bill ko 1381 transfer kiya   ,1381,utilities,card,,,hinglish
Coursera ke liye 29139 pay kiye card se,29139,Education,card,,,hinglish
Paid 11482.73 to Tata CLiQ via cred,11482.73,shopping,upi,cred,,ocr_upi
Doctor's fee 11496 paid by Visa,11496,education,card,,,ocr_receipt
"bike loan EMI due cleared, 8838 from Slice",8838,installment,upi,slice,slice,english
BigBasket 2099 wala order PayTM se kiya,2099,food,upi,paytm,,english
16759.27 ki personal loan EMI bhari Jupiter ke through,16759.27,installment,upi,None,jupiter,hinglish
"5537.65 repaid to friend for the book, used Paytm",5537.65,friends,upi,paytm,,english
Goibibo ki cab ke 2678 bhim se transfer kar diye,2678,travel,upi,bhim,,hinglish
wifi bill bill pay 4028 bhim,4028,utilities,upi,bhim,Fi Money,ocr_receipt
  maine Reliance Digital pe 26961 spend kiye Slice ke through   ,26961,shopping,upi,slice,slice,voice
Udemy coaching class 49538 from Kotak Mahindra account,49538,--,unknown,,Kotak Mahindra,english
Cash 2659.90 for Apple Music,0,entertainment,cash,,,english
Cash 2158 for concert,2158,entertainment,cash,,,english
Spent 3748 on MakeMyTrip from ICICI,3748,Transport,unknown,,icici,ocr_receipt
NA,6371,friends,upi,paytm,,hinglish
recurring deposit mein 14533 ka order PayTM se,14533,investment,upi,None,,voice
home loan EMI installment 27925 paid from HDFC,27925,loans,unknown,,hdfc,ocr_upi
books ke liye 55150 Mastercard se,55150,education,card,,,english
Tata CLiQ shopping 28160 upi Niyo,NA,shopping,upi,niyo,niyo,voice
Monthly FD auto-debit of 25613 via Paytm.,25613,investment,upi,paytm,,english
45532 invested in recurring deposit using paytm,45532,mutual fund,upi,gpay,,ocr_receipt
niyo se 1901 Spotify ko,1901,Entertainment,upi,niyo,niyo,ocr_upi
Paid 37447.88 for EMI using bhim,null,travel,upi,bhim,,ocr_upi
  Ola ki cab ke 2033 card se transfer kar diye  ,2033,travel,card,,,hinglish
i bought stocks worth 42967.78 using GPay,42967.78,invest,upi,gpay,,voice
lab test ke 21819 paytm kar diye,21819,Health,upi,paytm,,voice
Airtel recharge ke liye 3722 ka payment kiya cash se,3722,utilites,cash,,,hinglish
merchant ne 19268 liya cash mein for checkup,19268,hospital,cash,,,voice
Meesho se 25466 ka saman credit card se,25466,shopping,upi,cred,,ocr_receipt
Visa se car loan EMI ke 9548.06 pay kiye,9548.06,emi,Card,,,hinglish
Bought stuff from Croma for 21960.38 using Fi Money,21960.38,friends,upi,fi,Fi,english
Cleartrip se 7922 ka recharge karaya.,7922,travel,unknown,,,english
bhim se EMI ka 2915 ka payment,2915,,upi,bhim,,ocr_receipt
BookMyShow ke live concert ke liye 2558 pay kiye slice se,2558,entertainment,upi,slice,slice,hinglish
Order from dhaba of 309 using cash,309,food,cash,,,ocr_upi
"For Priya's treat, paid 7197.07 by Niyo from Canara Bank",7197.07,p2p,upi,niyo,Canara Bank,english
canteen 1007.85 ka bill clear via cash,1007.85,education,cash,,,english
DTH recharge ke liye 84 paytm kara,84,utilities,upi,paytm,,voice
   Indian Oil ki cab ke 11389 cash se transfer kar diye   ,11389,travel,Cash,,,hinglish
Mastercard through ICICI Bank for electronics store 29885,29885,purchase,CARD,,icici,ocr_upi
Goibibo recharge of 343 using cash.,343,travel,cash,,,english
Dominos pe 464 ka online order gpay se kiya,464,food,upi,gpay,,voice
UPI payment of 3095.43 for broadband via BHIM,3095.43,utilites,upi,bhim,,ocr_upi
"Blinkit pe khana 2365.89, UPI Fi Money",2365.89,Food,upi,fi,fi,english
"Bhai, electricity bill ka bill clear kar diya 161.01 ka, Indusind Bank ke card se",161.01,recharge,card,,IndusInd,hinglish
25453 deducted for electronics store on Phone Pe,25453,shopping,Upi,phonepe,,ocr_upi
Booked Allen coaching course for 46270 with card,46270,education,card,,,english
   IndiGo travel expense 13823 deducted from Union Bank   ,13823,travell,unknown,,union bank,hinglish
Sent 10472 for petrol pump via cred from Federal Bank.,10472,travel,upi,cred,federal bank,english
i bought Groww worth 39301 using debit card,39301,investment,card,,,voice
Neha bhai ko 3732 bej diya Fi Money pe,3732,friends,upi,fi,fi,hinglish
"3466 udhar diya books ke liye, baad me le lena",3466,Education,unknown,,,hinglish
Charged 29970 to Reliance Digital from Jupiter account using debit card,29970,purchase,upi,jupiter,jupiter,english
  Paid 1822 at Hotstar with PayTM  ,1822,entertainment,UPI,paytm,,english
15329.95 for bike loan EMI paid from Kotak Mahindra,15329.95,emi,unknown,,kotak,hinglish
  auto journey cost 12815.32 paid by credit card ,12815.32,commute,UPI,cred,,ocr_upi
Yatra ticket 11319.00 pay kiya through debit card from Slice,11319.00,travel,upi,slice,slice,voice
Airtel recharge ka 4909.13 ka bill auto-debit ho gaya paytm se,4909.13,utilities,upi,paytm,,hinglish
Educational material 44413 from school fees via cash,44413,food,cash,,,ocr_receipt
Coursera online course 11718 via phonepe,11718,education,upi,None,,ocr_receipt
"Priya se liya 5354.63 for cab share, cash se",5354.63,friends,cash,,,hinglish
Zepto food delivery 1697 on cash,1697,food,cash,,,english
Fees ka 35856 pay kardiya,35856,eduation,unknown,,,hinglish
education loan EMI ka EMI 39467 auto debit hogaya,39467,shopping,card,,,hinglish
29649 transferred for fees course fee,29649,education,unknown,,,english
aaj Apple Music me 2198 kharch kare cash se,2198,entertainment,cash,,,voice
Ananya ko 7372.27 bheje Slice se.,7372.27,Friends,upi,slice,Slice,ocr_upi
"Dinner at BigBasket 2472.01 rupees, credit card",2472.01,dining,upi,cred,,english
56720 for coaching books on cash,56720,education,cash,,,english
Spent 5237.71 on a quick mall order with cash,5237.71,shopping,cash,,,english
EMI 17612 to Axis using card,17612,,card,,axis,ocr_receipt
SpiceJet ka bill 1109 cash se,1109,fuel,cash,,,ocr_receipt
Paid 4596 for electricity bill using BHIM,,utilities,upi,--,,ocr_upi
Paid 9459 for Lenskart shopping with card,9459,shoping,card,,,ocr_receipt
Coursera course 13983 by Jupiter,13983,education,upi,jupiter,jupiter,english
"20394 for Amazon order, payment debit card se hui",20394,shopping,card,,,hinglish
Monthly maintenance 4838 paid by cred,4838,utilities,upi,cred,,english
maintenance ki bill 4282 pay ki credit card se,4282,utilities,upi,cred,,english
MakeMyTrip ki cab ke 10784 cash se transfer kar diye,10784,travel,cash,,,hinglish
  Recharged rent for 3295 with cash  ,3295,utility,cash,,,english
RedBus ke liye 10161 ka payment slice se,10161,travel,upi,slice,slice,ocr_upi
bhim se Zomato ko 2348 ka bill,2348,meal,upi,bhim,,ocr_upi
car loan EMI ka bill 20147 clear kiya Visa ke through,20147,emi,card,,,voice
4996 sent to Ananya for weekend plan expenses using PayTM,4996,friends,upi,gpay,,english
mobile recharge ke liye 3030 ka payment kiya PayTM se,3030,friends,upi,--,,hinglish
rent ke liye 715 ka payment kia cash se,715,recharge,cash,,,voice
aaj sovereign gold bond ka 20016.92 debit hua BHIM se,20016.92,investment,upi,bhim,,voice
14432 MedPlus pe kharch hua CRED se,14432,healthcare,upi,cred,,hinglish
paid home loan EMI of 20691 by Visa,20691,emi,card,,,voice
aaj school fees ke liye 32209 spend kiya cash se,32209,education,cash,,,voice
PhonePe se KFC ko 1597 ka bill,1597,Food,upi,phonepe,,ocr_upi
Petrol 2782.76 at RedBus.,2782.76,cab,unknown,,,english
cash payment of 1642 to cafe successful,1642,food,cash,,,ocr_upi
