text,amount,category,payment_method
Concert ticket INR 27093,27093,entertainment,cash
mobile recharge recharge kya 23236 rupaye upi se,23236,utilities,upi
Pharmacy medicine purchase INR 30687,30687,healthcare,upi
hotel booking ki ticket 4219 rs me book kiya cash se,4219,travel,cash
Gas bill payment INR 36250,36250,utilities,upi
ola cab ka kiraya 49163 rupaiye diyee upi se,49163,travel,upi
loan ka home loan emi 29470 rupye cash se pay kiyaa,29470,emi,cash
pizza delivery me 12825 rupaiye ka khana khaaya upi se,12825,food,upi
Flight ticket booking INR 49865,49865,travel,upi
Stock purchase INR 38240,38240,investment,upi
Game purchase INR 2809,2809,entertainment,card
12649 rs. karcha kiyaa lunch at hotel pe upi se,12649,food,upi
padhai ke liye library fee pe 35740 rupye khrcha kiyaa cash se,35740,education,cash
12291 rupaiye laga hotel booking me cash se diy,12291,travel,cash
Hospital bill INR 11279,11279,healthcare,cash
netflix subscription dekha 33127 rupaye laga card se diye,33127,entertainment,card
Uber ride INR 6702,6702,travel,cash
aaj bus ticket liyaa 33914 rupaye card se pay kiyaa,33914,travel,card
hotel booking ka kiraya 10523 rs. diyee card se,10523,travel,card
Concert ticket INR 20244,20244,entertainment,cash
Lunch at hotel INR 25482,25482,food,card
Mutual fund SIP INR 12854,12854,investment,cash
movie ticket booking ka subscription 2428 rupye upi se renew kiyaa,2428,entertainment,upi
library fee ka course 38387 rupay me liya cash se pay kiya,38387,education,cash
flight ticket booking ki ticket 11610 rupaiye me book kya cash se,11610,travel,cash
Crypto investment INR 43388,43388,investment,cash
credit card emi EMI 18302 rupye kat gaye upi se,18302,emi,upi
Personal loan installment INR 48547,48547,emi,upi
game purchase dekha 13458 rupay lga cash se diyee,13458,entertainment,cash
gas bill payment recharge kia 7621 rs. card se,7621,utilities,card
stock purchase ka SIP 23014 rupaiye upi se bhra,23014,investment,upi
Food court payment INR 3926,3926,food,cash
personal loan installment EMI 25049 rupay kat gaye card se,25049,emi,card
Crypto investment INR 2409,2409,investment,cash
aaj pizza delivery se khana order kiya 32250 rupay cash se diy,32250,food,cash
college fees payment ka course 12066 rs me liyaa upi se pay kiya,12066,education,upi
Stock purchase INR 3326,3326,investment,cash
25353 rupaiye diy library fee ke liye cash se,25353,education,cash
online flipkart order se 48118 ka saman liyaa cash se pay kiya,48118,shopping,cash
Mobile recharge INR 17970,17970,utilities,cash
College fees payment INR 21794,21794,education,card
"cafe coffee pe 43419 ka bill tha, upi se pay kya",43419,food,upi
40798 rs die exam fee ke liye upi se,40798,education,upi
22871 rupye ka pharmacy medicine purchase bill aaya card se pay kya,22871,healthcare,card
loan ka bike loan emi 9805 rupaiye cash se pay kia,9805,emi,cash
Gas bill payment INR 7621,7621,utilities,card
Hospital bill INR 9625,9625,healthcare,card
aaj lunch at hotel se khana order kia 12649 rs. upi se diy,12649,food,upi
11918 rs. laga ola cab me cash se diye,11918,travel,cash
hotel booking ki ticket 42168 rs. me book kia card se,42168,travel,card
Swiggy order INR 10758,10758,food,card
crypto investment me 24114 rupaiye invest kia cash se,24114,investment,cash
Gas bill payment INR 16348,16348,utilities,cash
college fees payment ka course 21923 rs. me lya card se pay kiya,21923,education,card
Medical test charges INR 47042,47042,healthcare,card
Mobile recharge INR 15151,15151,utilities,card
Hospital bill INR 21596,21596,healthcare,upi
concert ticket ka ticket 36543 rupay me liyaa upi se,36543,entertainment,upi
34453 rupay laga ola cab me cash se diyee,34453,travel,cash
loan ka car loan emi 17303 rupay upi se pay kya,17303,emi,upi
home loan emi EMI 268 rupye kat gaye card se,268,emi,card
loan ka credit card emi 13363 rs. upi se pay kiya,13363,emi,upi
Flight ticket booking INR 46574,46574,travel,upi
Restaurant bill INR 6997,6997,food,card
padhai ke liye library fee pe 28565 rs kharchaa kiyaa card se,28565,education,card
8400 rupaiye karcha kia concert ticket pe upi se,8400,entertainment,upi
Doctor consultation INR 42391,42391,healthcare,cash
Hospital bill INR 41264,41264,healthcare,card
loan ka personal loan installment 35959 rupay cash se pay kiya,35959,emi,cash
bike loan emi ki EMI 49497 rupaye upi se bharra,49497,emi,upi
Water bill INR 2800,2800,utilities,card
Mutual fund SIP INR 12211,12211,investment,upi
Medical test charges INR 5169,5169,healthcare,card
doctor ke yahan 18823 rs. lga cash se diye,18823,healthcare,cash
20126 rs fixed deposit investment me daale card se,20126,investment,card
Water bill INR 46401,46401,utilities,upi
train ticket irctc ka kiraya 22609 rupaye diyee upi se,22609,travel,upi
electronics shopping pe shopping kiyaa 6159 rs. khrcha cash se,6159,shopping,cash
personal loan installment ki EMI 6446 rupaiye cash se bhara,6446,emi,cash
library fee ka course 24613 rupay me lya cash se pay kiya,24613,education,cash
18561 rupaiye diyee library fee ke liye upi se,18561,education,upi
Ola cab INR 34453,34453,travel,cash
