text,amount,category,payment_method,payment_provider,location,notes
concert ticket ka ticket 18600 rupay me liyaa cred se,18600,entertainment,upi,cred,,
Paid ₹10821 to Bus ticket using Phone Pe,10821,travel,upi,phonepe,,
uber ola cab ride airport train ticket ₹10384 card,10384,travel,card,,,
game purchase dekha 31308 rupay lagaa card se diy,31308,entertainment,card,,,
Paid ₹28720 to Movie ticket booking using Google Pay paid from account …4641,28720,entertainment,upi,gpay,,
lunch dinner food order swiggy zomato restaurant meal ₹17308 card,17308,food,card,,,
Home loan EMI INR 44398,44398,emi,upi,cred,,
petrol diesel fuel ₹37674 at pump card,37674,travel,card,,,
₹12664 debited from your account for Mobile recharge (paytm UPI),12664,utilities,upi,paytm,,
flipkart order se 15322 rs. ka shopping kiya Google Pay se,15322,shopping,upi,gpay,,
24835 rupay crypto investment me daale paytm se,24835,investment,upi,paytm,,
Personal loan installment INR 16273 paid through Phone Pe HDFC Bank 7175,16273,emi,upi,phonepe,,
bus ticket ki ticket 31440 rs. me book kiyaa card se,31440,travel,card,,,
home loan car loan credit card EMI monthly ₹6787 autopay bhim,6787,emi,upi,bhim,,
netflix spotify hotstar subscription movie show ₹9046 cred,9046,entertainment,upi,cred,,
uber ola cab ride airport train ticket ₹48924 cred,48924,travel,upi,cred,,
15729 rupye die library fee ke liye Google Pay se,15729,education,upi,gpay,,
16811 rs friend ko UPI cred se transfer,16811,friends,upi,cred,,
netflix spotify hotstar subscription movie show ₹11780 card,11780,entertainment,card,,,
library fee ka course 44237 rupay me lia cash se pay kia,44237,education,cash,,,
Movie ticket booking INR 23808,23808,entertainment,card,,,
Personal loan installment INR 43963,43963,emi,card,,,
lunch dinner food order swiggy zomato restaurant meal ₹39963 cash,39963,food,cash,,,
hospital doctor pharmacy medicine diagnostic ₹20050 PhonePe,20050,healthcare,upi,phonepe,,
mutual fund SIP stocks PPF FD investment ₹696 gpay,696,investment,upi,gpay,,
₹29006 debited from your account for Mobile recharge (bhim UPI),29006,utilities,upi,bhim,,
padhai ke liye online course subscription pe 39467 rs. khrcha kya cash se,39467,education,cash,,,
electronics clothes purchase ₹26135 via card,26135,shopping,card,,,
online course subscription ka course 292 rs. me lya cred se pay kya,292,education,upi,cred,,
crypto investment ka SIP 44887 rupay card se bhra,44887,investment,card,,,
internet recharge ka bill 38643 rupye cred se bharra,38643,utilities,upi,cred,,
electricity water broadband mobile recharge bill ₹45105 GPay,45105,utilities,upi,gpay,,
Library fee INR 31907,31907,education,upi,bhim,,
mutual fund SIP stocks PPF FD investment ₹34551 gpay,34551,investment,upi,gpay,,
personal loan installment EMI 16248 rupaiye kat gaye PhonePe se,16248,emi,upi,phonepe,,
Internet recharge INR 35735,35735,utilities,card,,,
personal loan installment ki EMI 28468 rupye CRED se bhara,28468,emi,upi,cred,,
car loan emi EMI 11673 rupay kat gaye card se,11673,emi,card,,,
Google Pay payment ₹45388 Online course subscription,45388,education,upi,gpay,,
Bike loan EMI INR 6974,6974,emi,card,,,
mutual fund SIP stocks PPF FD investment ₹1681 phonepe,1681,investment,upi,phonepe,,
online shopping payment pe shopping kia 49436 rupaiye kharch card se,49436,shopping,card,,,
home loan car loan credit card EMI monthly ₹1348 autopay paytm,1348,emi,upi,paytm,,
36428 rupay diye exam fee ke liye cash se,36428,education,cash,,,
Gas bill payment INR 23242,23242,utilities,upi,gpay,,
23204 rupay ka doctor consultation bill aaya card se pay kya,23204,healthcare,card,,,
swiggy order me 9119 rs ka khana khayaa phonepe se,9119,food,upi,phonepe,,
Transaction successful — ₹24526 to Clothing store bill via Google Pay UPI,24526,shopping,upi,gpay,,
21721 rupaye mutual fund sip me daale CRED se,21721,investment,upi,cred,,
14908 rupay ka hospital bill bill aaya card se pay kiyaa,14908,healthcare,card,,,
sent ₹7297 to friend on bhim split bill UPI,7297,friends,upi,bhim,,
crypto investment ka SIP 38550 rupaye card se bharra,38550,investment,card,,,
water bill recharge kya 19502 rs phonepe se,19502,utilities,upi,phonepe,,
electricity water broadband mobile recharge bill ₹40308 cash,40308,utilities,cash,,,
BHIM: Payment of ₹16251 to Ananya successful,16251,friends,upi,bhim,,
bhai ko udhaar return 10983 rs. phonepe se,10983,friends,upi,phonepe,,
Lunch at hotel INR 9226,9226,food,card,,,
aaj zomato dinner se khana order kia 1440 rupay card se diye,1440,food,card,,,
23877 rs ka order diye electronics shopping pe bhim se,23877,shopping,upi,bhim,,
Medical test charges INR 5504,5504,healthcare,upi,bhim,,
library fee ka course 11011 rupaiye me liya card se pay kia,11011,education,card,,,
clothing store bill pe shopping kia 43216 rupay kharch card se,43216,shopping,card,,,
7631 rupay fixed deposit investment me daale card se,7631,investment,card,,,
6257 rupye karcha kya movie ticket booking pe card se,6257,entertainment,card,,,
home loan car loan credit card EMI monthly ₹19390 autopay phonepe,19390,emi,upi,phonepe,,
cred: Payment of ₹32669 to Uber ride successful,32669,travel,upi,cred,,
game purchase ka subscription 18101 rupye BHIM se renew kya,18101,entertainment,upi,bhim,,
48091 rs ka order diye flipkart order pe BHIM se,48091,shopping,upi,bhim,,
Amazon purchase INR 29095,29095,shopping,cash,,,
restaurant bill me 46851 rupay ka khana khaya bhim se,46851,food,upi,bhim,,
Paid ₹19085 to Water bill using CRED,19085,utilities,upi,cred,,
grocery vegetables milk bread ₹29782 paid paytm,29782,food,upi,paytm,,
movie ticket booking ka subscription 22911 rs. cash se renew kya,22911,entertainment,cash,,,
Ola cab INR 25492,25492,travel,card,,,
Rs. 3193 sent to Food court payment via paytm UPI,3193,food,upi,paytm,,
online course subscription ka course 28784 rs. me liya card se pay kiya,28784,education,card,,,
dost ko 20961 rupay bhim se bheje,20961,friends,upi,bhim,,
paytm: Payment of ₹28479 to Amazon purchase successful paid from account …1784,28479,shopping,upi,paytm,,
lunch dinner food order swiggy zomato restaurant meal ₹44066 card,44066,food,card,,,
Car loan EMI INR 36450,36450,emi,upi,bhim,,
hotel booking ka kiraya 15647 rupaye diy cash se,15647,travel,cash,,,
school college tuition course books fees ₹10722 card,10722,education,card,,,
uber ola cab ride airport train ticket ₹30094 card,30094,travel,card,,,
Water bill INR 14032,14032,utilities,card,,,
water bill recharge kiya 49400 rs Paytm se,49400,utilities,upi,paytm,,
flight ticket booking ka kiraya 26098 rupye diyee card se,26098,travel,card,,,
29829 rupay ka doctor consultation bill aaya PhonePe se pay kiyaa,29829,healthcare,upi,phonepe,,
grocery vegetables milk bread ₹44108 paid card,44108,food,card,,,
mutual fund SIP stocks PPF FD investment ₹7821 Paytm,7821,investment,upi,paytm,,
bike loan emi ki EMI 28615 rs Paytm se bharaa,28615,emi,upi,paytm,,
Hotel booking INR 16613,16613,travel,upi,cred,,
Gas bill payment INR 43253,43253,utilities,upi,paytm,,
Internet recharge INR 17360,17360,utilities,card,,,
aaj crypto investment me 41867 rs lagaye card se,41867,investment,card,,,
home loan car loan credit card EMI monthly ₹16286 autopay card,16286,emi,card,,,
Game purchase INR 26863,26863,entertainment,card,,,
mobile recharge recharge kya 12822 rupaye paytm se,12822,utilities,upi,paytm,,
Pizza delivery INR 30158,30158,food,upi,phonepe,,
aaj water bill ka 1341 rupaye ka bill gpay se bhara,1341,utilities,upi,gpay,,
Concert ticket INR 11995 paid through BHIM,11995,entertainment,upi,bhim,,
Lunch at hotel INR 11147,11147,food,cash,,,
electricity water broadband mobile recharge bill ₹8338 cred,8338,utilities,upi,cred,,
₹45012 debited from your account for Credit card EMI (Google Pay UPI) HDFC Bank 7236,45012,emi,upi,gpay,,
Hospital bill INR 32624,32624,healthcare,upi,bhim,,
41378 rs ka hospital bill bill aaya card se pay kiyaa,41378,healthcare,card,,,
PhonePe payment ₹9665 Lunch at hotel,9665,food,upi,phonepe,,
home loan car loan credit card EMI monthly ₹38287 autopay card,38287,emi,card,,,
Online course subscription INR 30156 paid through PhonePe,30156,education,upi,phonepe,,
aaj electricity bill payment ka 36402 rs. ka bill GPay se bharra,36402,utilities,upi,gpay,,
25089 rupye ka order diye electronics shopping pe card se,25089,shopping,card,,,
home loan car loan credit card EMI monthly ₹9913 autopay Google Pay,9913,emi,upi,gpay,,
flight ticket booking ki ticket 5666 rupaye me book kya card se,5666,travel,card,,,
NaN,NaN,unknown,ccard,,NY,
Paid ₹32386 to Mutual fund SIP using Paytm,32386,investment,upi,paytm,,
Pharmacy medicine purchase INR 43342,43342,healthcare,upi,cred,,
home loan car loan credit card EMI monthly ₹4193 autopay card,4193,emi,card,,,
Game purchase INR 15842,15842,entertainment,upi,phonepe,,
34570 rupaye ka car loan emi installment paytm se diy,34570,emi,upi,paytm,,
Doctor consultation INR 9903,9903,healthcare,upi,gpay,,
Paid ₹47524 to Internet recharge using Paytm,47524,utilities,upi,paytm,,
Rs. 16665 sent to Electronics shopping via paytm UPI,16665,shopping,upi,paytm,,
school college tuition course books fees ₹48786 Phone Pe,48786,education,upi,phonepe,,
hospital doctor pharmacy medicine diagnostic ₹1407 paytm,1407,healthcare,upi,paytm,,
stock purchase me 20300 rupaye invest kya card se,20300,investment,card,,,
mutual fund SIP stocks PPF FD investment ₹5176 GPay,5176,investment,upi,gpay,,
aaj lunch at hotel se khana order kiya 31657 rs. cash se diy,31657,food,cash,,,
internet recharge recharge kiya 33969 rs. CRED se,33969,utilities,upi,cred,,
netflix spotify hotstar subscription movie show ₹28040 PhonePe,28040,entertainment,upi,phonepe,,
internet recharge ka bill 24259 rupay cred se bhra,24259,utilities,upi,cred,,
Paid ₹21930 to Rahul using Paytm,21930,friends,upi,paytm,,
aaj ppf contribution me 43647 rs lagaye BHIM se,43647,investment,upi,bhim,,
kal raat dinner split 16991 rupye cash,16991,friends,cash,,,
aaj water bill ka 48084 rupye ka bill GPay se bhra,48084,utilities,upi,gpay,,
personal loan installment EMI 14154 rs. kat gaye card se,14154,emi,card,,,
home loan car loan credit card EMI monthly ₹7385 autopay bhim,7385,emi,upi,bhim,,
39322 rupye ppf contribution me daale card se,39322,investment,card,,,
"swiggy order pe 21553 ka bill tha, cred se pay kia",21553,food,upi,cred,,
42229 rupay ka order diy clothing store bill pe cred se,42229,shopping,upi,cred,,
Credit card EMI INR 35650,35650,emi,upi,bhim,,
home loan car loan credit card EMI monthly ₹17551 autopay card,17551,emi,card,,,
electronics shopping se 8387 rupaye ka shopping kia Google Pay se,8387,shopping,upi,gpay,,
doctor consultation pe 29282 rs kharch hui davai pe CRED se,29282,healthcare,upi,cred,,
credit card emi ki EMI 3826 rupaiye Phone Pe se bhara,3826,emi,upi,phonepe,,
netflix spotify hotstar subscription movie show ₹14802 card,14802,entertainment,card,,,
school college tuition course books fees ₹1540 GPay,1540,education,upi,gpay,,
Electronics shopping INR 32202,32202,shopping,upi,cred,,
grocery vegetables milk bread ₹37624 paid cash,37624,food,cash,,,
stock purchase me 26063 rupaye invest kya Paytm se,26063,investment,upi,paytm,,
3846 rupay ka internet recharge bill pay kiya Paytm se,3846,utilities,upi,paytm,,
home loan car loan credit card EMI monthly ₹10752 autopay BHIM,10752,emi,upi,bhim,,
hospital doctor pharmacy medicine diagnostic ₹39841 card,39841,healthcare,card,,,
netflix spotify hotstar subscription movie show ₹49527 Phone Pe,49527,entertainment,upi,phonepe,,
34325 rs. diye exam fee ke liye card se,34325,education,card,,,
Mutual fund SIP INR 32386,32386,investment,upi,paytm,,
home loan emi EMI 36117 rupaiye kat gaye phonepe se,36117,emi,upi,phonepe,,
Electricity bill payment INR 5127,5127,utilities,upi,bhim,,
electricity water broadband mobile recharge bill ₹24131 Paytm,24131,utilities,upi,paytm,,
petrol diesel fuel ₹41413 at pump phonepe,41413,travel,upi,phonepe,,
Online course subscription INR 47751,47751,education,card,,,
Pharmacy medicine purchase INR 36285,36285,healthcare,upi,gpay,,
concert ticket ka ticket 3386 rs me liyaa cash se,3386,entertainment,cash,,,
doctor ke yahan 4819 rupaiye lagaa card se diyee,4819,healthcare,card,,,
mutual fund SIP stocks PPF FD investment ₹48989 paytm,48989,investment,upi,paytm,,
electronics shopping pe shopping kiya 13331 rupye khrcha card se,13331,shopping,card,,,
electricity water broadband mobile recharge bill ₹39288 card,39288,utilities,card,,,
amazon flipkart myntra online shopping order ₹47091 cash,47091,shopping,cash,,,
47422 rupay ka personal loan installment installment cred se diyee,47422,emi,upi,cred,,
Paytm: Payment of ₹35824 to Exam fee successful HDFC Bank 4933,35824,education,upi,paytm,,
Movie ticket booking INR 23919,23919,entertainment,upi,bhim,,
movie ticket booking ka ticket 5127 rs me lia card se,5127,entertainment,card,,,
Hospital bill INR 31934,31934,healthcare,cash,,,
aaj hotel booking liya 11918 rs card se pay kia,11918,travel,card,,,
loan ka credit card emi 23284 rupaiye card se pay kya,23284,emi,card,,,
grocery vegetables milk bread ₹20935 paid cash,20935,food,cash,,,
Cafe coffee INR 1616,1616,food,upi,phonepe,,
Stock purchase INR 34132,34132,investment,upi,paytm,,
electricity water broadband mobile recharge bill ₹30036 CRED,30036,utilities,upi,cred,,
Bus ticket INR 24123,24123,travel,upi,phonepe,,
school college tuition course books fees ₹17036 cred,17036,education,upi,cred,,
CRED payment ₹1241 Vikram,1241,friends,upi,cred,,
grocery vegetables milk bread ₹27119 paid cash,27119,food,cash,,,
Gas bill payment INR 5505,5505,utilities,cash,,,
bhai ko udhaar return 11438 rs BHIM se,11438,friends,upi,bhim,,
lunch at hotel me 13122 rupaiye ka khana khaya paytm se,13122,food,upi,paytm,,
46523 rs. ka mobile recharge bill pay kiya BHIM se,46523,utilities,upi,bhim,,
Hospital bill INR 2994,2994,healthcare,cash,,,
personal loan installment EMI 14657 rupaye kat gaye card se,14657,emi,card,,,
grocery vegetables milk bread ₹25448 paid cred,25448,food,upi,cred,,
amazon flipkart myntra online shopping order ₹31895 gpay,31895,shopping,upi,gpay,,
home loan car loan credit card EMI monthly ₹46244 autopay card,46244,emi,card,,,
online shopping payment se 25227 rs ka shopping kia card se,25227,shopping,card,,,
college fees payment ki fees 7381 rupye cash se bharra,7381,education,cash,,,
35528 rupay ka bike loan emi installment card se diyee,35528,emi,card,,,
game purchase ka subscription 27132 rs. card se renew kiyaa,27132,entertainment,card,,,
aaj zomato dinner se khana order kya 1712 rupaiye cash se diy,1712,food,cash,,,
swiggy order ka khana 44066 rupaiye me aaya card se die,44066,food,card,,,
bhai ko udhaar return 12229 rupaiye CRED se,12229,friends,upi,cred,,
lunch dinner food order swiggy zomato restaurant meal ₹12440 phonepe,12440,food,upi,phonepe,,
Home loan EMI INR 24074,24074,emi,card,,,
mutual fund SIP stocks PPF FD investment ₹21487 card,21487,investment,card,,,
fixed deposit investment me 12752 rupay invest kiya phonepe se,12752,investment,upi,phonepe,,
Online course subscription INR 6406 paid through CRED,6406,education,upi,cred,,
Hospital bill INR 25266,25266,healthcare,upi,phonepe,,
Stock purchase INR 6000,6000,investment,card,,,
bhim: Payment of ₹490 to Doctor consultation successful,490,healthcare,upi,bhim,,
Rs. 36202 sent to Food court payment via GPay UPI,36202,food,upi,gpay,,
Rs. 3593 sent to Crypto investment via GPay UPI,3593,investment,upi,gpay,,
Priya INR 12661 paid through PhonePe,12661,friends,upi,phonepe,,
Mobile recharge INR 39235,39235,utilities,upi,phonepe,,
₹8135 debited from your account for Priya (BHIM UPI),8135,friends,upi,bhim,,
movie ticket booking dekha 30918 rupye laga gpay se diye,30918,entertainment,upi,gpay,,
Clothing store bill INR 39724,39724,shopping,card,,,
electricity water broadband mobile recharge bill ₹38019 bhim,38019,utilities,upi,bhim,,
PhonePe: Payment of ₹31781 to Online shopping payment successful,31781,shopping,upi,phonepe,,
aaj mobile recharge ka 35152 rs ka bill gpay se bhra,35152,utilities,upi,gpay,,
Gas bill payment INR 21053,21053,utilities,card,,,
aaj bus ticket lya 42227 rupaye card se pay kiya,42227,travel,card,,,
Medical test charges INR 2960,2960,healthcare,upi,gpay,,
